Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
88.0,Montenegro,Central and Eastern Europe,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2016
89.0,Dominican Republic,Latin America and Caribbean,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,2016
90.0,Morocco,Middle East and Northern Africa,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2016
91.0,Hungary,Central and Eastern Europe,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,2016
92.0,Pakistan,Southern Asia,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,2016
93.0,Lebanon,Middle East and Northern Africa,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2016
94.0,Portugal,Western Europe,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,2016
95.0,Macedonia,Central and Eastern Europe,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2016
96.0,Vietnam,Southeastern Asia,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,2016
97.0,Somaliland Region,Sub-Saharan Africa,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2016
98.0,Tunisia,Middle East and Northern Africa,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2016
99.0,Greece,Western Europe,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2016
100.0,Tajikistan,Central and Eastern Europe,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2016
101.0,Mongolia,Eastern Asia,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,2016
102.0,Laos,Southeastern Asia,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2016
103.0,Nigeria,Sub-Saharan Africa,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2016
104.0,Honduras,Latin America and Caribbean,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2016
105.0,Iran,Middle East and Northern Africa,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,2016
106.0,Zambia,Sub-Saharan Africa,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2016
107.0,Nepal,Southern Asia,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2016
108.0,Palestine,Middle East and Northern Africa,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2016
109.0,Albania,Central and Eastern Europe,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,2016
110.0,Bangladesh,Southern Asia,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2016
111.0,Sierra Leone,Sub-Saharan Africa,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,2016
112.0,Iraq,Middle East and Northern Africa,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,2016
113.0,Namibia,Sub-Saharan Africa,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,2016
114.0,Cameroon,Sub-Saharan Africa,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2016
115.0,Ethiopia,Sub-Saharan Africa,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2016
116.0,South Africa,Sub-Saharan Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,2016
117.0,Sri Lanka,Southern Asia,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,2016
118.0,India,Southern Asia,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2016
119.0,Myanmar,Southeastern Asia,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,2016
120.0,Egypt,Middle East and Northern Africa,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,2016
121.0,Armenia,Central and Eastern Europe,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,2016
122.0,Kenya,Sub-Saharan Africa,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,2016
123.0,Ukraine,Central and Eastern Europe,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,2016
124.0,Ghana,Sub-Saharan Africa,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2016
125.0,Congo,Sub-Saharan Africa,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2016
126.0,Georgia,Central and Eastern Europe,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,2016
127.0,Congo,Sub-Saharan Africa,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2016
128.0,Senegal,Sub-Saharan Africa,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,2016
129.0,Bulgaria,Central and Eastern Europe,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,2016
130.0,Mauritania,Sub-Saharan Africa,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,2016
131.0,Zimbabwe,Sub-Saharan Africa,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2016
132.0,Malawi,Sub-Saharan Africa,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2016
133.0,Sudan,Sub-Saharan Africa,4.139,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2016
134.0,Gabon,Sub-Saharan Africa,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,2016
135.0,Mali,Sub-Saharan Africa,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2016
136.0,Haiti,Latin America and Caribbean,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2016
137.0,Botswana,Sub-Saharan Africa,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,2016
138.0,Comoros,Sub-Saharan Africa,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2016
139.0,Ivory Coast,Sub-Saharan Africa,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,2016
140.0,Cambodia,Southeastern Asia,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,2016
141.0,Angola,Sub-Saharan Africa,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2016
142.0,Niger,Sub-Saharan Africa,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2016
143.0,South Sudan,Sub-Saharan Africa,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2016
144.0,Chad,Sub-Saharan Africa,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2016
145.0,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,2016
145.0,Uganda,Sub-Saharan Africa,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,2016
147.0,Yemen,Middle East and Northern Africa,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,2016
148.0,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2016
149.0,Tanzania,Sub-Saharan Africa,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,2016
150.0,Liberia,Sub-Saharan Africa,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2016
151.0,Guinea,Sub-Saharan Africa,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2016
152.0,Rwanda,Sub-Saharan Africa,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,2016
153.0,Benin,Sub-Saharan Africa,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2016
154.0,Afghanistan,Southern Asia,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2016
155.0,Togo,Sub-Saharan Africa,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2016
156.0,Syria,Middle East and Northern Africa,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,2016
157.0,Burundi,Sub-Saharan Africa,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2016
1.0,Norway,Western Europe,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.315963834524155,0.36201223731041,2017
2.0,Denmark,Western Europe,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.40077006816864,0.355280488729477,2017
3.0,Iceland,Western Europe,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2017
4.0,Switzerland,Western Europe,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.367007285356522,0.290549278259277,2017
5.0,Finland,Western Europe,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.38261154294014,0.24548277258873,2017
6.0,Netherlands,Western Europe,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.282661825418472,0.470489829778671,2017
7.0,Canada,North America,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,2017
8.0,New Zealand,Australia and New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.382816702127457,0.500005125999451,2017
9.0,Sweden,Western Europe,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.385399252176285,2017
10.0,Australia,Australia and New Zealand,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.301183730363846,0.477699249982834,2017
11.0,Israel,Middle East and Northern Africa,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.0852421000599861,0.330082654953003,2017
12.0,Costa Rica,Latin America and Caribbean,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.100106589496136,0.214613229036331,2017
13.0,Austria,Western Europe,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.221060365438461,0.316472321748734,2017
14.0,United States,North America,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.135638788342476,0.392578780651093,2017
15.0,Ireland,Western Europe,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,2017
16.0,Germany,Western Europe,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2017
17.0,Belgium,Western Europe,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2017
18.0,Luxembourg,Western Europe,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,2017
19.0,United Kingdom,Western Europe,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,2017
20.0,Chile,Latin America and Caribbean,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.0822879821062088,0.326662421226501,2017
21.0,United Arab Emirates,Middle East and Northern Africa,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,2017
22.0,Brazil,Latin America and Caribbean,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.111092761158943,0.16234989464283,2017
23.0,Czech Republic,Central and Eastern Europe,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0368729270994663,0.0881067588925362,2017
24.0,Argentina,Latin America and Caribbean,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.059739887714386,0.109457060694695,2017
25.0,Mexico,Latin America and Caribbean,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,2017
26.0,Singapore,Southeastern Asia,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.46430778503418,0.345965981483459,2017
27.0,Malta,Western Europe,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.574730575084686,2017
28.0,Uruguay,Latin America and Caribbean,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.178061872720718,0.175096929073334,2017
29.0,Guatemala,Latin America and Caribbean,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.0772232785820961,0.283488392829895,2017
30.0,Panama,Latin America and Caribbean,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,2017
31.0,France,Western Europe,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.172502428293228,0.129762306809425,2017
32.0,Thailand,Southeastern Asia,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,2017
33.0,Taiwan,-,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,2017
34.0,Spain,Western Europe,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,2017
35.0,Qatar,Middle East and Northern Africa,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.439299255609512,0.330473870038986,2017
36.0,Colombia,Latin America and Caribbean,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.0466687418520451,0.149014472961426,2017
37.0,Saudi Arabia,Middle East and Northern Africa,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126,0.147616013884544,2017
38.0,Trinidad and Tobago,Latin America and Caribbean,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.0089648161083459,0.325296461582184,2017
39.0,Kuwait,Middle East and Northern Africa,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.215159550309181,0.228289797902107,2017
40.0,Slovakia,Central and Eastern Europe,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2017
41.0,Bahrain,Middle East and Northern Africa,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.257042169570923,0.172668486833572,2017
42.0,Malaysia,Southeastern Asia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.0656007081270218,0.416608929634094,2017
43.0,Nicaragua,Latin America and Caribbean,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.130687981843948,0.301674216985703,2017
44.0,Ecuador,Latin America and Caribbean,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.140134647488594,0.150112465023994,2017
45.0,El Salvador,Latin America and Caribbean,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2017
46.0,Poland,Central and Eastern Europe,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,2017
47.0,Uzbekistan,Central and Eastern Europe,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.246528223156929,0.415983647108078,2017
48.0,Italy,Western Europe,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,2017
49.0,Russian Federation,Central and Eastern Europe,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2017
50.0,Belize,-,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.0965810716152191,0.240015640854836,2017
51.0,Japan,Eastern Asia,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.163760736584663,0.12057276815176,2017
52.0,Lithuania,Central and Eastern Europe,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2017
53.0,Algeria,Middle East and Northern Africa,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.146096110343933,0.0694366469979286,2017
54.0,Latvia,Central and Eastern Europe,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,2017
55.0,South Korea,Eastern Asia,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017
56.0,Moldova,Central and Eastern Europe,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.0100912861526012,0.208779126405716,2017
57.0,Romania,Central and Eastern Europe,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.00438790069893,0.133519917726517,2017
58.0,Bolivia,Latin America and Caribbean,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2017
59.0,Turkmenistan,Central and Eastern Europe,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,2017
60.0,Kazakhstan,Central and Eastern Europe,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,2017
61.0,North Cyprus,Western Europe,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.155353352427483,0.266845703125,2017
62.0,Slovenia,Central and Eastern Europe,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,2017
63.0,Peru,Latin America and Caribbean,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2017
64.0,Mauritius,Sub-Saharan Africa,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,2017
65.0,Cyprus,Western Europe,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,2017
66.0,Estonia,Central and Eastern Europe,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,2017
67.0,Belarus,Central and Eastern Europe,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,2017
68.0,Libya,Middle East and Northern Africa,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,2017
69.0,Turkey,Middle East and Northern Africa,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,2017
70.0,Paraguay,Latin America and Caribbean,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017
71.0,Hong Kong,-,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.293933749198914,0.374465793371201,2017
72.0,Philippines,Southeastern Asia,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,2017
73.0,Serbia,Central and Eastern Europe,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.0409037806093693,0.220125883817673,2017
74.0,Jordan,Middle East and Northern Africa,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,2017
75.0,Hungary,Central and Eastern Europe,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,2017
76.0,Jamaica,Latin America and Caribbean,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,2017
77.0,Croatia,Central and Eastern Europe,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017
78.0,Kosovo,Central and Eastern Europe,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2017
79.0,China,Eastern Asia,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0227942746132612,0.0288068410009146,2017
80.0,Pakistan,Southern Asia,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.124348066747189,0.315446019172668,2017
81.0,Indonesia,Southeastern Asia,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,2017
82.0,Venezuela,Latin America and Caribbean,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0644911229610443,0.0650196298956871,2017
83.0,Montenegro,Central and Eastern Europe,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.0881741940975189,0.197911024093628,2017
84.0,Morocco,Middle East and Northern Africa,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017
85.0,Azerbaijan,Central and Eastern Europe,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,2017
86.0,Dominican Republic,Latin America and Caribbean,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017
87.0,Greece,Western Europe,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,2017
88.0,Lebanon,Middle East and Northern Africa,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,2017
89.0,Portugal,Western Europe,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017
90.0,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017
91.0,Honduras,Latin America and Caribbean,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2017
92.0,Macedonia,Central and Eastern Europe,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017
93.0,Somalia,-,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.282410323619843,0.291631311178207,2017
94.0,Vietnam,Southeastern Asia,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.0876332372426987,0.234968051314354,2017
95.0,Nigeria,Sub-Saharan Africa,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.230947196483612,2017
96.0,Tajikistan,Central and Eastern Europe,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.146377146244049,0.248997643589973,2017
97.0,Bhutan,Southern Asia,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.173380389809608,0.474054545164108,2017
98.0,Kyrgyzstan,Central and Eastern Europe,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,2017
99.0,Nepal,Southern Asia,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.0729755461215973,0.394096165895462,2017
100.0,Mongolia,Eastern Asia,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.0329022891819477,0.338464230298996,2017
101.0,South Africa,Sub-Saharan Africa,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.0725094974040985,0.139362379908562,2017
102.0,Tunisia,Middle East and Northern Africa,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,2017
103.0,Palestine,Middle East and Northern Africa,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,2017
104.0,Egypt,Middle East and Northern Africa,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.114381365478039,0.128631442785263,2017
105.0,Bulgaria,Central and Eastern Europe,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.0110515309497714,0.113177694380283,2017
106.0,Sierra Leone,Sub-Saharan Africa,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,2017
107.0,Cameroon,Sub-Saharan Africa,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,2017
108.0,Iran,Middle East and Northern Africa,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.048761073499918,0.387242913246155,2017
109.0,Albania,Central and Eastern Europe,4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.0398642159998417,0.201312944293022,2017
110.0,Bangladesh,Southern Asia,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,2017
111.0,Namibia,-,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,2017
112.0,Kenya,Sub-Saharan Africa,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,2017
113.0,Mozambique,Sub-Saharan Africa,4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.179436385631561,0.322228103876114,2017
114.0,Myanmar,Southeastern Asia,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.838075160980225,2017
115.0,Senegal,Sub-Saharan Africa,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.115460447967052,0.183468893170357,2017
116.0,Zambia,Sub-Saharan Africa,4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.0782135501503944,0.249580144882202,2017
117.0,Iraq,Middle East and Northern Africa,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,2017
118.0,Gabon,Sub-Saharan Africa,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0760467872023582,0.0437853783369064,2017
119.0,Ethiopia,Sub-Saharan Africa,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.165455713868141,0.312650740146637,2017
120.0,Sri Lanka,Southern Asia,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,2017
121.0,Armenia,Central and Eastern Europe,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,2017
122.0,India,Southern Asia,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,2017
123.0,Mauritania,Sub-Saharan Africa,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,2017
124.0,Congo,Sub-Saharan Africa,4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.0796181336045265,0.120852127671242,2017
125.0,Georgia,Central and Eastern Europe,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,2017
126.0,Congo,Sub-Saharan Africa,4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,2017
